orderID,created_at
195295,2019-02-11
199738,2019-02-11
135507,2019-02-12
182859,2019-02-12
17896,2019-02-12
69327,2019-02-12
93839,2019-02-12
438008,2019-02-12
446525,2019-02-12
331894,2019-02-12
346872,2019-02-12
361196,2019-02-12
379560,2019-02-12
399853,2019-02-12
335698,2019-02-13
27661,2019-02-13
52240,2019-02-13
136003,2019-02-13
162393,2019-02-13
205367,2019-02-13
206753,2019-02-13
213683,2019-02-13
241156,2019-02-13
246440,2019-02-13
283599,2019-02-13
284726,2019-02-13
320673,2019-02-13
324466,2019-02-13
326841,2019-02-13
464456,2019-02-13
464721,2019-02-13
488828,2019-02-14
190182,2019-02-14
212227,2019-02-14
359911,2019-02-14
33023,2019-02-14
74116,2019-02-14
246059,2019-02-14
273223,2019-02-14
287410,2019-02-14
223522,2019-02-15
286028,2019-02-15
314279,2019-02-15
326800,2019-02-15
381331,2019-02-15
406202,2019-02-15
442141,2019-02-15
125762,2019-02-15
129290,2019-02-15
148633,2019-02-15
80744,2019-02-15
92885,2019-02-15
92951,2019-02-15
5635,2019-02-16
66612,2019-02-16
69764,2019-02-16
78917,2019-02-16
453312,2019-02-16
238126,2019-02-16
249441,2019-02-16
286848,2019-02-16
297904,2019-02-16
318758,2019-02-16
328449,2019-02-16
375234,2019-02-16
142844,2019-02-16
163924,2019-02-17
201934,2019-02-17
205462,2019-02-17
233762,2019-02-17
248223,2019-02-17
271717,2019-02-17
87082,2019-02-17
478784,2019-02-17
359299,2019-02-17
392399,2019-02-17
417049,2019-02-17
429989,2019-02-17
351368,2019-02-18
386618,2019-02-18
388064,2019-02-18
427220,2019-02-18
67013,2019-02-18
107684,2019-02-18
120095,2019-02-18
222133,2019-02-18
233084,2019-02-18
235185,2019-02-18
295448,2019-02-18
463383,2019-02-18
470035,2019-02-18
478229,2019-02-19
152396,2019-02-19
176472,2019-02-19
211776,2019-02-19
215795,2019-02-19
336389,2019-02-19
347791,2019-02-19
358489,2019-02-19
71424,2019-02-19
268838,2019-02-19
282593,2019-02-19
326820,2019-02-19
258902,2019-02-20
284612,2019-02-20
295759,2019-02-20
329830,2019-02-20
350597,2019-02-20
363737,2019-02-20
390177,2019-02-20
406641,2019-02-20
414653,2019-02-20
433970,2019-02-20
451635,2019-02-20
487015,2019-02-20
495528,2019-02-20
188012,2019-02-20
39632,2019-02-20
50500,2019-02-20
80013,2019-02-20
1301,2019-02-21
87284,2019-02-21
101193,2019-02-21
453828,2019-02-21
488004,2019-02-21
352682,2019-02-21
415953,2019-02-21
427641,2019-02-21
428625,2019-02-21
154093,2019-02-21
185349,2019-02-21
212174,2019-02-21
213332,2019-02-21
129270,2019-02-22
163784,2019-02-22
181157,2019-02-22
193796,2019-02-22
450154,2019-02-22
451469,2019-02-22
487116,2019-02-22
242834,2019-02-22
287651,2019-02-22
29693,2019-02-22
55332,2019-02-22
70421,2019-02-22
340446,2019-02-22
346940,2019-02-22
369284,2019-02-22
381045,2019-02-22
386951,2019-02-22
390823,2019-02-22
414335,2019-02-22
417315,2019-02-22
334664,2019-02-23
338726,2019-02-23
377379,2019-02-23
382272,2019-02-23
254771,2019-02-23
260459,2019-02-23
270932,2019-02-23
305938,2019-02-23
120509,2019-02-23
123040,2019-02-23
159605,2019-02-23
163083,2019-02-23
470565,2019-02-23
472353,2019-02-23
489255,2019-02-23
496344,2019-02-23
21286,2019-02-23
84913,2019-02-23
8169,2019-02-24
28755,2019-02-24
73218,2019-02-24
147013,2019-02-24
165259,2019-02-24
203508,2019-02-24
348117,2019-02-24
354036,2019-02-24
362137,2019-02-24
374691,2019-02-24
411849,2019-02-24
413915,2019-02-24
223389,2019-02-24
243804,2019-02-24
284056,2019-02-24
296892,2019-02-24
322071,2019-02-24
464492,2019-02-24
493444,2019-02-25
335066,2019-02-25
364678,2019-02-25
365369,2019-02-25
369850,2019-02-25
413232,2019-02-25
25101,2019-02-25
134147,2019-02-25
140434,2019-02-25
172355,2019-02-25
218028,2019-02-25
227507,2019-02-25
246453,2019-02-25
256064,2019-02-25
306001,2019-02-25
321748,2019-02-25
24932,2019-02-26
37702,2019-02-26
66101,2019-02-26
100775,2019-02-26
462855,2019-02-26
485699,2019-02-26
343756,2019-02-26
360924,2019-02-26
406680,2019-02-26
433589,2019-02-26
118387,2019-02-26
200992,2019-02-26
206813,2019-02-26
208241,2019-02-26
176119,2019-02-27
178920,2019-02-27
183746,2019-02-27
186950,2019-02-27
191766,2019-02-27
194710,2019-02-27
199264,2019-02-27
212798,2019-02-27
215246,2019-02-27
447094,2019-02-27
458239,2019-02-27
483528,2019-02-27
494281,2019-02-27
248555,2019-02-27
16587,2019-02-27
96828,2019-02-27
100657,2019-02-27
355174,2019-02-27
357108,2019-02-27
432251,2019-02-27
356793,2019-02-28
370551,2019-02-28
423958,2019-02-28
132912,2019-02-28
184798,2019-02-28
200077,2019-02-28
439008,2019-02-28
446945,2019-02-28
89426,2019-02-28
107214,2019-02-28
11136,2019-03-01
15566,2019-03-01
39261,2019-03-01
62645,2019-03-01
80769,2019-03-01
81601,2019-03-01
112963,2019-03-01
118579,2019-03-01
142409,2019-03-01
168866,2019-03-01
186509,2019-03-01
218434,2019-03-01
227895,2019-03-01
242753,2019-03-01
253999,2019-03-01
272596,2019-03-01
296692,2019-03-01
485434,2019-03-01
495833,2019-03-01
449259,2019-03-02
452791,2019-03-02
155379,2019-03-02
190289,2019-03-02
212554,2019-03-02
8473,2019-03-02
32866,2019-03-02
39292,2019-03-02
53056,2019-03-02
68877,2019-03-02
90050,2019-03-02
100452,2019-03-02
334006,2019-03-02
334309,2019-03-02
334557,2019-03-02
372322,2019-03-02
395929,2019-03-02
432308,2019-03-02
226102,2019-03-02
236134,2019-03-02
247145,2019-03-02
268017,2019-03-02
275934,2019-03-02
298270,2019-03-02
298404,2019-03-02
299894,2019-03-02
234293,2019-03-03
263418,2019-03-03
307884,2019-03-03
12511,2019-03-03
86686,2019-03-03
116881,2019-03-03
140467,2019-03-03
158550,2019-03-03
357978,2019-03-03
374396,2019-03-03
400628,2019-03-03
404765,2019-03-03
421322,2019-03-03
402900,2019-03-04
91452,2019-03-04
455222,2019-03-04
463498,2019-03-04
465971,2019-03-04
478418,2019-03-04
488291,2019-03-04
223173,2019-03-04
244986,2019-03-04
256061,2019-03-04
319976,2019-03-04
118679,2019-03-04
165301,2019-03-05
171160,2019-03-05
192722,2019-03-05
206443,2019-03-05
453199,2019-03-05
334909,2019-03-05
346425,2019-03-05
366567,2019-03-05
398896,2019-03-05
414104,2019-03-05
419906,2019-03-05
1426,2019-03-05
22911,2019-03-05
31798,2019-03-05
55469,2019-03-05
71617,2019-03-05
73929,2019-03-05
85310,2019-03-05
101828,2019-03-05
258360,2019-03-05
273008,2019-03-05
245068,2019-03-06
247726,2019-03-06
257541,2019-03-06
316780,2019-03-06
421659,2019-03-06
121154,2019-03-06
148406,2019-03-06
168302,2019-03-06
170670,2019-03-06
174452,2019-03-06
178630,2019-03-06
183955,2019-03-06
198465,2019-03-06
498372,2019-03-06
32953,2019-03-06
35448,2019-03-06
48798,2019-03-06
81636,2019-03-06
92109,2019-03-07
103186,2019-03-07
136911,2019-03-07
185163,2019-03-07
213530,2019-03-07
218819,2019-03-07
222399,2019-03-07
260900,2019-03-07
274411,2019-03-07
290164,2019-03-07
320149,2019-03-07
365057,2019-03-07
367853,2019-03-07
446272,2019-03-07
466607,2019-03-07
478333,2019-03-07
225140,2019-03-08
278357,2019-03-08
311559,2019-03-08
10164,2019-03-08
62911,2019-03-08
106562,2019-03-08
128560,2019-03-08
137348,2019-03-08
190907,2019-03-08
390143,2019-03-08
412496,2019-03-08
432217,2019-03-08
336001,2019-03-09
354620,2019-03-09
370388,2019-03-09
396928,2019-03-09
402601,2019-03-09
421790,2019-03-09
436115,2019-03-09
26468,2019-03-09
69222,2019-03-09
78845,2019-03-09
99361,2019-03-09
105986,2019-03-09
454154,2019-03-09
469021,2019-03-09
229217,2019-03-09
243518,2019-03-09
273789,2019-03-09
310821,2019-03-09
317886,2019-03-09
318437,2019-03-09
136929,2019-03-09
173103,2019-03-09
157768,2019-03-10
168762,2019-03-10
178349,2019-03-10
200718,2019-03-10
205834,2019-03-10
452770,2019-03-10
478894,2019-03-10
483344,2019-03-10
485381,2019-03-10
342196,2019-03-10
408996,2019-03-10
410399,2019-03-10
29068,2019-03-10
77674,2019-03-10
86666,2019-03-10
249600,2019-03-10
251521,2019-03-10
253882,2019-03-10
266785,2019-03-10
278779,2019-03-10
306723,2019-03-10
227641,2019-03-11
250195,2019-03-11
283854,2019-03-11
342080,2019-03-11
395460,2019-03-11
124453,2019-03-11
162262,2019-03-11
185438,2019-03-11
5322,2019-03-11
20909,2019-03-11
40130,2019-03-11
41624,2019-03-11
48444,2019-03-11
31,2019-03-12
6741,2019-03-12
37950,2019-03-12
49411,2019-03-12
64753,2019-03-12
369513,2019-03-12
415399,2019-03-12
275731,2019-03-12
276215,2019-03-12
293089,2019-03-12
295716,2019-03-12
466941,2019-03-12
132447,2019-03-12
190100,2019-03-12
210111,2019-03-12
216752,2019-03-12
110761,2019-03-13
117110,2019-03-13
130780,2019-03-13
138076,2019-03-13
174766,2019-03-13
192559,2019-03-13
193032,2019-03-13
276738,2019-03-13
10721,2019-03-13
17208,2019-03-13
29255,2019-03-13
43273,2019-03-13
74909,2019-03-13
79028,2019-03-13
89877,2019-03-13
381363,2019-03-13
385134,2019-03-13
402350,2019-03-13
410485,2019-03-13
440575,2019-03-13
450167,2019-03-13
460192,2019-03-13
467246,2019-03-13
481003,2019-03-13
481109,2019-03-13
498064,2019-03-14
17317,2019-03-14
45367,2019-03-14
80646,2019-03-14
126701,2019-03-14
134067,2019-03-14
140514,2019-03-14
147281,2019-03-14
209282,2019-03-14
219774,2019-03-14
223130,2019-03-14
224769,2019-03-14
241030,2019-03-14
259773,2019-03-14
293839,2019-03-14
318120,2019-03-14
391254,2019-03-14
430583,2019-03-14
372932,2019-03-15
431152,2019-03-15
185950,2019-03-15
188792,2019-03-15
193916,2019-03-15
487115,2019-03-15
493387,2019-03-15
16601,2019-03-15
94970,2019-03-15
96131,2019-03-15
235467,2019-03-15
256575,2019-03-15
295898,2019-03-15
309144,2019-03-15
325279,2019-03-15
327588,2019-03-15
229740,2019-03-16
232116,2019-03-16
234364,2019-03-16
238962,2019-03-16
255838,2019-03-16
265638,2019-03-16
275603,2019-03-16
299935,2019-03-16
313479,2019-03-16
319913,2019-03-16
325848,2019-03-16
327072,2019-03-16
497995,2019-03-16
334241,2019-03-16
344700,2019-03-16
397017,2019-03-16
120834,2019-03-16
135458,2019-03-16
139783,2019-03-16
156900,2019-03-16
184912,2019-03-16
187819,2019-03-16
210768,2019-03-16
216583,2019-03-16
20695,2019-03-16
34405,2019-03-16
35278,2019-03-16
75566,2019-03-16
79802,2019-03-16
30661,2019-03-17
45498,2019-03-17
62401,2019-03-17
373499,2019-03-17
382068,2019-03-17
398057,2019-03-17
400704,2019-03-17
412962,2019-03-17
241426,2019-03-17
244589,2019-03-17
253729,2019-03-17
256408,2019-03-17
306796,2019-03-17
326583,2019-03-17
440156,2019-03-17
450846,2019-03-17
477190,2019-03-17
480421,2019-03-17
117595,2019-03-17
119686,2019-03-17
126371,2019-03-17
129938,2019-03-17
165543,2019-03-17
178809,2019-03-17
198333,2019-03-17
214555,2019-03-17
217458,2019-03-17
135599,2019-03-18
138335,2019-03-18
139546,2019-03-18
177618,2019-03-18
229852,2019-03-18
267039,2019-03-18
272770,2019-03-18
296949,2019-03-18
316186,2019-03-18
26739,2019-03-18
32532,2019-03-18
34695,2019-03-18
61633,2019-03-18
98834,2019-03-18
383748,2019-03-18
417712,2019-03-18
419174,2019-03-18
360138,2019-03-19
364171,2019-03-19
377491,2019-03-19
404220,2019-03-19
405774,2019-03-19
426102,2019-03-19
21726,2019-03-19
71858,2019-03-19
78399,2019-03-19
80536,2019-03-19
127447,2019-03-19
139061,2019-03-19
162468,2019-03-19
171844,2019-03-19
192330,2019-03-19
207703,2019-03-19
212107,2019-03-19
239528,2019-03-19
266164,2019-03-19
279564,2019-03-19
298672,2019-03-19
299362,2019-03-19
309129,2019-03-19
450652,2019-03-19
456974,2019-03-19
459281,2019-03-19
465557,2019-03-19
497429,2019-03-19
450032,2019-03-20
464843,2019-03-20
111005,2019-03-20
112776,2019-03-20
127804,2019-03-20
138889,2019-03-20
143711,2019-03-20
168100,2019-03-20
176747,2019-03-20
179554,2019-03-20
202526,2019-03-20
213010,2019-03-20
218875,2019-03-20
329919,2019-03-20
330251,2019-03-20
358678,2019-03-20
369229,2019-03-20
417256,2019-03-20
423302,2019-03-20
434520,2019-03-20
3828,2019-03-20
17703,2019-03-20
17805,2019-03-20
35813,2019-03-20
42911,2019-03-20
60297,2019-03-20
81188,2019-03-20
92155,2019-03-20
105250,2019-03-20
227721,2019-03-20
242934,2019-03-20
268894,2019-03-20
325409,2019-03-20
221673,2019-03-21
235518,2019-03-21
263750,2019-03-21
268663,2019-03-21
285305,2019-03-21
297265,2019-03-21
329837,2019-03-21
330066,2019-03-21
406479,2019-03-21
425757,2019-03-21
428519,2019-03-21
430820,2019-03-21
449978,2019-03-21
457825,2019-03-21
481050,2019-03-21
167724,2019-03-21
191745,2019-03-21
1064,2019-03-21
40870,2019-03-21
72818,2019-03-21
93414,2019-03-21
103983,2019-03-21
9759,2019-03-22
40633,2019-03-22
44666,2019-03-22
81452,2019-03-22
461446,2019-03-22
479509,2019-03-22
249701,2019-03-22
259607,2019-03-22
306581,2019-03-22
324900,2019-03-22
332029,2019-03-22
349534,2019-03-22
370474,2019-03-22
393612,2019-03-22
394839,2019-03-22
396058,2019-03-22
399851,2019-03-22
405763,2019-03-22
406074,2019-03-22
408344,2019-03-22
138509,2019-03-22
161269,2019-03-22
169954,2019-03-22
125363,2019-03-23
158224,2019-03-23
169736,2019-03-23
173693,2019-03-23
182162,2019-03-23
190072,2019-03-23
190103,2019-03-23
191015,2019-03-23
205102,2019-03-23
209504,2019-03-23
226014,2019-03-23
232525,2019-03-23
240929,2019-03-23
291675,2019-03-23
293017,2019-03-23
301059,2019-03-23
4913,2019-03-23
36054,2019-03-23
444693,2019-03-23
454829,2019-03-23
479293,2019-03-23
481021,2019-03-23
490906,2019-03-23
495872,2019-03-23
331374,2019-03-23
350314,2019-03-23
358657,2019-03-23
397460,2019-03-23
411954,2019-03-23
433772,2019-03-23
334227,2019-03-24
340009,2019-03-24
356012,2019-03-24
360185,2019-03-24
364869,2019-03-24
365836,2019-03-24
406240,2019-03-24
418501,2019-03-24
429615,2019-03-24
430569,2019-03-24
432352,2019-03-24
4891,2019-03-24
28958,2019-03-24
31993,2019-03-24
37108,2019-03-24
38378,2019-03-24
59073,2019-03-24
144589,2019-03-24
165894,2019-03-24
185065,2019-03-24
253113,2019-03-24
281487,2019-03-24
283444,2019-03-24
283811,2019-03-24
302683,2019-03-24
310068,2019-03-24
312570,2019-03-24
324126,2019-03-24
448456,2019-03-24
448916,2019-03-24
458737,2019-03-24
486601,2019-03-24
483976,2019-03-25
142615,2019-03-25
143096,2019-03-25
145261,2019-03-25
159597,2019-03-25
329115,2019-03-25
333591,2019-03-25
337359,2019-03-25
356265,2019-03-25
415154,2019-03-25
7658,2019-03-25
33092,2019-03-25
47153,2019-03-25
101930,2019-03-25
248022,2019-03-25
268911,2019-03-25
289481,2019-03-25
295364,2019-03-25
298816,2019-03-25
307292,2019-03-25
324568,2019-03-26
419071,2019-03-26
420358,2019-03-26
432218,2019-03-26
435499,2019-03-26
476262,2019-03-26
476457,2019-03-26
479310,2019-03-26
479579,2019-03-26
487164,2019-03-26
111100,2019-03-26
139000,2019-03-26
169829,2019-03-26
199571,2019-03-26
217949,2019-03-26
14459,2019-03-26
24827,2019-03-26
43648,2019-03-26
101220,2019-03-26
104856,2019-03-26
108125,2019-03-26
52838,2019-03-27
96909,2019-03-27
106295,2019-03-27
465991,2019-03-27
243102,2019-03-27
257854,2019-03-27
269342,2019-03-27
272727,2019-03-27
281382,2019-03-27
298608,2019-03-27
348568,2019-03-27
359934,2019-03-27
365186,2019-03-27
371897,2019-03-27
425394,2019-03-27
121423,2019-03-27
134604,2019-03-27
155060,2019-03-27
172118,2019-03-27
211840,2019-03-27
112934,2019-03-28
153503,2019-03-28
167531,2019-03-28
190334,2019-03-28
223336,2019-03-28
224668,2019-03-28
225332,2019-03-28
238374,2019-03-28
238925,2019-03-28
245531,2019-03-28
270324,2019-03-28
277708,2019-03-28
279556,2019-03-28
279893,2019-03-28
279913,2019-03-28
293281,2019-03-28
24801,2019-03-28
31581,2019-03-28
483014,2019-03-28
490341,2019-03-28
337062,2019-03-28
338216,2019-03-28
345389,2019-03-28
352071,2019-03-28
394031,2019-03-28
395526,2019-03-28
348997,2019-03-29
362780,2019-03-29
374551,2019-03-29
374864,2019-03-29
391292,2019-03-29
406053,2019-03-29
412020,2019-03-29
36,2019-03-29
5989,2019-03-29
16459,2019-03-29
17604,2019-03-29
33512,2019-03-29
85245,2019-03-29
93849,2019-03-29
109029,2019-03-29
120500,2019-03-29
124025,2019-03-29
124368,2019-03-29
135306,2019-03-29
147757,2019-03-29
194172,2019-03-29
197947,2019-03-29
215977,2019-03-29
233693,2019-03-29
253109,2019-03-29
272666,2019-03-29
275082,2019-03-29
290681,2019-03-29
318700,2019-03-29
442987,2019-03-29
459419,2019-03-29
477853,2019-03-29
443901,2019-03-30
445333,2019-03-30
456337,2019-03-30
480338,2019-03-30
174023,2019-03-30
178891,2019-03-30
187206,2019-03-30
211552,2019-03-30
371525,2019-03-30
377429,2019-03-30
379686,2019-03-30
419026,2019-03-30
430289,2019-03-30
2102,2019-03-30
7005,2019-03-30
12646,2019-03-30
27850,2019-03-30
36762,2019-03-30
39199,2019-03-30
46824,2019-03-30
258455,2019-03-30
276865,2019-03-30
228670,2019-03-31
229817,2019-03-31
251016,2019-03-31
267267,2019-03-31
301961,2019-03-31
439205,2019-03-31
466747,2019-03-31
111534,2019-03-31
137450,2019-03-31
188785,2019-03-31
202948,2019-03-31
2748,2019-03-31
25248,2019-03-31
35328,2019-03-31
51613,2019-03-31
58505,2019-03-31
66709,2019-03-31
71941,2019-03-31
18355,2019-04-01
48118,2019-04-01
52748,2019-04-01
87736,2019-04-01
105805,2019-04-01
106279,2019-04-01
437054,2019-04-01
493148,2019-04-01
493773,2019-04-01
495097,2019-04-01
377997,2019-04-01
403133,2019-04-01
220140,2019-04-01
282768,2019-04-01
310014,2019-04-01
161629,2019-04-01
172633,2019-04-01
183034,2019-04-01
187847,2019-04-01
198589,2019-04-01
114543,2019-04-02
131866,2019-04-02
143025,2019-04-02
161102,2019-04-02
205804,2019-04-02
381049,2019-04-02
389524,2019-04-02
395755,2019-04-02
396548,2019-04-02
415307,2019-04-02
426810,2019-04-02
426846,2019-04-02
5,2019-04-02
17019,2019-04-02
26720,2019-04-02
30158,2019-04-02
45211,2019-04-02
48801,2019-04-02
54489,2019-04-02
98367,2019-04-02
108014,2019-04-02
452761,2019-04-02
463399,2019-04-02
467986,2019-04-02
481646,2019-04-02
223947,2019-04-02
224739,2019-04-02
279433,2019-04-02
286333,2019-04-02
294202,2019-04-02
316649,2019-04-02
232849,2019-04-03
256031,2019-04-03
270015,2019-04-03
270277,2019-04-03
299340,2019-04-03
316958,2019-04-03
318609,2019-04-03
323325,2019-04-03
33322,2019-04-03
55425,2019-04-03
90755,2019-04-03
122374,2019-04-03
167950,2019-04-03
180105,2019-04-03
180453,2019-04-03
210722,2019-04-03
215393,2019-04-03
335136,2019-04-03
350844,2019-04-03
369058,2019-04-03
401936,2019-04-03
457112,2019-04-03
470811,2019-04-03
446154,2019-04-04
449793,2019-04-04
473135,2019-04-04
475425,2019-04-04
116174,2019-04-04
117260,2019-04-04
117465,2019-04-04
117795,2019-04-04
131790,2019-04-04
134161,2019-04-04
153182,2019-04-04
166764,2019-04-04
182427,2019-04-04
193330,2019-04-04
195980,2019-04-04
213850,2019-04-04
220850,2019-04-04
225787,2019-04-04
231335,2019-04-04
234159,2019-04-04
237116,2019-04-04
244844,2019-04-04
246174,2019-04-04
314742,2019-04-04
10521,2019-04-04
19886,2019-04-04
34675,2019-04-04
51466,2019-04-04
62525,2019-04-04
73880,2019-04-04
84584,2019-04-04
354540,2019-04-04
362135,2019-04-04
392060,2019-04-04
408851,2019-04-04
357666,2019-04-05
361093,2019-04-05
371226,2019-04-05
371577,2019-04-05
388340,2019-04-05
395459,2019-04-05
395650,2019-04-05
406091,2019-04-05
417918,2019-04-05
421081,2019-04-05
426175,2019-04-05
431023,2019-04-05
431467,2019-04-05
242681,2019-04-05
254821,2019-04-05
262646,2019-04-05
263972,2019-04-05
267940,2019-04-05
275863,2019-04-05
276371,2019-04-05
283558,2019-04-05
301624,2019-04-05
311879,2019-04-05
324746,2019-04-05
468951,2019-04-05
475197,2019-04-05
115544,2019-04-05
153705,2019-04-05
163865,2019-04-05
177581,2019-04-05
183888,2019-04-05
4082,2019-04-05
71627,2019-04-05
92267,2019-04-05
3391,2019-04-06
21121,2019-04-06
36755,2019-04-06
96455,2019-04-06
97396,2019-04-06
106987,2019-04-06
438858,2019-04-06
458697,2019-04-06
490139,2019-04-06
353821,2019-04-06
414223,2019-04-06
425022,2019-04-06
234408,2019-04-06
242238,2019-04-06
270579,2019-04-06
272890,2019-04-06
281868,2019-04-06
282988,2019-04-06
311747,2019-04-06
109470,2019-04-06
123977,2019-04-06
129547,2019-04-06
135930,2019-04-06
139443,2019-04-06
148309,2019-04-06
171343,2019-04-06
180802,2019-04-06
184949,2019-04-06
194413,2019-04-06
212934,2019-04-06
114806,2019-04-07
115889,2019-04-07
159795,2019-04-07
165674,2019-04-07
169719,2019-04-07
182306,2019-04-07
334549,2019-04-07
345204,2019-04-07
400924,2019-04-07
408661,2019-04-07
422168,2019-04-07
424194,2019-04-07
427597,2019-04-07
782,2019-04-07
8249,2019-04-07
15108,2019-04-07
21810,2019-04-07
27881,2019-04-07
30132,2019-04-07
73875,2019-04-07
452247,2019-04-07
454846,2019-04-07
461665,2019-04-07
237094,2019-04-07
266550,2019-04-07
268599,2019-04-07
292109,2019-04-07
237406,2019-04-08
237908,2019-04-08
240487,2019-04-08
263169,2019-04-08
263785,2019-04-08
297791,2019-04-08
1135,2019-04-08
5564,2019-04-08
16721,2019-04-08
18682,2019-04-08
26125,2019-04-08
36574,2019-04-08
42599,2019-04-08
44418,2019-04-08
71116,2019-04-08
78270,2019-04-08
80908,2019-04-08
102310,2019-04-08
141131,2019-04-08
164979,2019-04-08
215723,2019-04-08
333284,2019-04-08
352753,2019-04-08
375321,2019-04-08
387167,2019-04-08
387820,2019-04-08
404617,2019-04-08
442431,2019-04-08
448726,2019-04-08
470989,2019-04-08
472695,2019-04-08
473571,2019-04-08
474697,2019-04-08
475416,2019-04-08
442597,2019-04-09
464441,2019-04-09
493266,2019-04-09
116091,2019-04-09
274950,2019-04-09
284897,2019-04-09
292777,2019-04-09
319570,2019-04-09
320198,2019-04-09
11176,2019-04-09
12528,2019-04-09
37144,2019-04-09
81737,2019-04-09
105761,2019-04-09
107655,2019-04-09
367572,2019-04-09
409293,2019-04-09
409451,2019-04-09
410515,2019-04-09
411456,2019-04-09
419276,2019-04-09
421971,2019-04-09
428681,2019-04-09
329303,2019-04-10
343171,2019-04-10
